,Title,Categories,Tags,Replies,Post,Comment
16,How do I share my progress with others?,"FAQ,Codecademy FAQ",,2,"
You can share your progress in the following way:

Share a link to your profile page, which displays your total point count, tracks, badges and streaks.

How to share your profile?
To share your profile, click on your View my profile. Copy the URL and send it to your friends.

e4ab37500c1aa3d2eb14adf0a780597bd27190c3.png961×584

What about certificates? Check out this article for more info.
","
"
17,Is it possible to use Codecademy offline?,"FAQ,Codecademy FAQ",,2,"
Unfortunately, not at this time. While several users have requested this feature, we don’t have a timeline for it right now.
","
"
18,My browser crashes when I submit my code,"FAQ,Codecademy FAQ",,2,"
It sounds like there is an infinite loop in your code. An infinite loop will run until your browser gives up waiting for it to finish.
Usually, it is just the one tab that is affected. Close or reload that tab. Then, work on fixing the code before you submit it again. Most likely it is a tiny mistake. Look closely at any loops you have included in your code. Don’t worry, you aren’t hurting anything if you crash again although any unsaved code will be lost.
If you are having trouble finding the mistake on your own, you can get help by visiting the lesson’s Q&A Forum.
","
"
19,What do the symbols beside my code mean?,"FAQ,Codecademy FAQ",,2,"
Symbols to the left of the line numbers alert you that something might be wrong with your code.


A red shape with an X indicates an error. Your code will not be able to run.
A yellow shape with an ! indicates a warning or suggestion. Your code will run but it might not work as you had planned.
A small i gives information about a small issue. Your code will be able to run. Correcting these issues will improve the reliability and the readability of your work.

Hover your mouse over the symbols to see more information.
","
"
20,Where can I find a reference for a programming language's syntax?,"FAQ,Codecademy FAQ",,2,"
Every language has its own Application Programming Interface (API) which defines all its tooling and library features. Codecademy’s Glossaries highlight the most common features and syntax for a language’s API. They can serve as a useful guide when studying new languages or a handy reference when trying to remember tricky syntax.
Here are links to Codecademy’s Glossaries, to several language APIs and documentation for other tools used in Codecademy courses:

AngularJS

CSS (API)
Git
GitHub Pages

HTML (API)

Java (API, Oracle)

JavaScript (API, MDN JavaScript Reference)
Jekyll
PHP (API)

Python 2 (API, The Python Standard Library)

Ruby (API, Ruby-doc.org)
Sass

SQL, SQL RDBMS (SQLite.org)

","
"
21,"Common email, password and Login issues","FAQ,Codecademy FAQ",,1,"
Apologies for any inconvenience.
​
Sometimes it takes a few minutes to receive the password reset email. I would try to enter in your email once more, in case you entered it in wrong the first time.
Did you use a verified account, such as your email, facebook or other social media channel?
Did you try to login by clicking login with google under the login button? If you logged in with a verified account, see below:
￼
See below some of the most common login issues:


Using the wrong email or misspelling your email. This can also prevent the password reset from getting to you.


Your email may have sent our password reset email to the spam folder.
​


Not using a verified account: please login with a verified account, such as your email, facebook or other social media channel. This helps with security and ease of logging in. You also may have used a verified account the first time, not your email or vise versa.


Some people have also experienced log in issues because they are actually clicking “Sign Up” instead of “Log In”, or vise versa. Just check to make sure you are on the correct page.


If you logged in/created your account in a certain language, such as English, that you are logging into an English page again. Users have had issues when, for example, their original login was made in Portuguese-br website and they were trying login into English version.


“Email address is already in use” is a common error when you are trying to login with an existing email account in the “sign up” area on accident. Or, you are trying to “sign up” with an email that is already taken.


-“Email Invalid” means that the email you are entering is not formatted correctly. What that usually means is it’s not a full email. i.e. a correct email format is “something@blah.com” and you may have only entered something@ and forgot the blah.com
-Using the incorrect username, or misspelling your username.
Thank you, and Happy Learning!


How to post code in this forum.


Community Guidelines


",
22,How do I format code in my posts?,"FAQ,Codecademy FAQ",,2,"
Codecademy Discuss posts are parsed with Markdown. Markdown allows for easy formatting of code and text, and strips HTML out of posts by default to prevent security risks. This will show you how to format your code so it shows up.
Summary
To format code so it’s visible, either wrap it in single backticks for a small amount of code, or triple backticks on an otherwise blank line before and after for a large amount of code.
Details
Inline code
To indicate a small span of code, wrap it in backticks (`). For example:
How do I use the `console.log()` function?

would produce:
How do I use the console.log() function?
Code Blocks
Toolbar Icon
Using Preformatted Text icon on the toolbar

Screenshot (29)_LI.jpg701×104 15.8 KB

This will automatically create a code block which you can paste your code in.

Or select your code and then press the icon.
Manually
To indicate a code block, either wrap the entire block in three backticks:
```
<!DOCTYPE html>
<html>
  <head>
    <!-- metadata and external resources-->
  </head>
  
  <body>
    <!-- page content -->
  </body>
</html>
```

Or you can indent the code with four (4) spaces:
    <!DOCTYPE html>
    <html>
      <head>
        <!-- metadata and external resources-->
      </head>
      
      <body>
        <!-- page content -->
      </body>
    </html>

The first produces:
<!DOCTYPE html>
<html>
  <head>
    <!-- metadata and external resources-->
  </head>
  
  <body>
    <!-- page content -->
  </body>
</html>

The second produces:
<!DOCTYPE html>
<html>
  <head>
    <!-- metadata and external resources-->
  </head>
  
  <body>
    <!-- page content -->
  </body>
</html>

For more information on Markdown Formatting, visit daringfireball.net.
","
"
23,What order should I do the courses in?,"FAQ,Codecademy FAQ",,2,"
Start by reading our blog post to see how each language can be used.
Next, check out the Learn page where you can build a project or dive deeper into a specific language.
","
"
24,Where to Ask Your Question,"FAQ,Codecademy FAQ",,1,"
There’s a lot of useful material across our forums! The following post is designed to show you where you can find the information you need:
If you’re new to our forums, you may consider the Getting Started category. Within this category, you can introduce yourself to the community and get some quick tips about how to use the forums.
If you want to chat about general things unrelated to any particular course, post in community. Within this sub-category, you’ll find everything “off-topic” that isn’t covered by other categories.
If you have any account-related questions, you may find an answer in our Support category. If you don’t find what you’re looking for within this category, our help desk or support team will have an answer for you!
If you’ve found a bug on our platform, report it or go to our bug reporting group!
If you’re seeking out code-specific discussion about any particular subject taught on Codecademy, Get Help will be the category where you’ll want to ask or answer questions.  If you’d prefer instead to more broadly discuss a language or framework, join the conversation in the General Programming sub-category.  If you have a question about a particular exercise on Codecademy, reply to the FAQ topic on that exercise in the guide.  See here for more info on how to use the FAQ feature.
",
25,When will Codecademy teach [insert language/course here]?,"FAQ,Codecademy FAQ",,1,"
View Codecademy’s Curriculum
You can be the first to know about new courses by subscribing to Codecademy’s newsletter
",
26,Can I remove courses from my dashboard?,"FAQ,Codecademy FAQ",,2,"
Unfortunately, it’s not possible to remove courses or paths from your dashboard at this time. While several users have requested this feature, we don’t have a timeline for it right now.
If you really want to clean up your dashboard, you can create a new account.
","
"
27,Course Acess Problems,"FAQ,Codecademy FAQ",,1,"
Hello, I am sorry you are having access problems.
There are a number of things you can try if you are having trouble loading, viewing, or submitting exercises.


Reload the web page. This takes care of a majority of problems.


Make sure you are using one of these browsers: chrome, Firefox, Safari, and ie 10/11


Check your Internet connection. We recommend that you have a reasonably fast connection to the internet. Any broadband connection, like DSL or cable, should be sufficient.


Still having issues? Please go through our troubleshooting page or post on our forums.
​
​Unfortunately, sometimes a few of our courses are very popular at certain times of the day and because of the traffic, can cause errors like this. Are you able to work on another course in the meantime, or try to get access at a later time?
​
​I know this is inconvenient and I do apologize. I will send this feedback to our team.
",
28,"Manage emails, Unsubscribe and Delete account","FAQ,Codecademy FAQ",,2,"
We’re sorry to see you go!

You can unsubscribe by going to the bottom of an email from us and clicking the “unsubscribe button”.
You can also unsubscribe or manage your subscriptions at codecademy.com when you 1. Log In, 2. Navigate to ""My Account, 3. “Mail Settings”

Some people get errors when they try to press the unsubscribe button because they were not logged in. Please make sure you are logged in, and then click the unsubscribe button — or you may go into your account and do so there. We are working hard to fix this issue.
We would love your feedback on why you are unsubscribing so we can get better in the future!
​To delete your Codecademy account, please 1. Log In, 2. Navigate to ""My Account, 3. Click on “Delete Account”
Thanks, we hope to have you back in our community soon!
","
"
29,How do I unsubscribe from Codecademy emails?,"FAQ,Codecademy FAQ",,2,"
To manage your subscriptions:

Go to My Account

Click Mail Settings

Uncheck the boxes next to the emails you don’t want to receive.
Save your changes using the UPDATE MAIL SETTINGS button.

You can also unsubscribe by clicking the “Unsubscribe” link at the bottom of any Codecademy email.
","
"
30,Access issues,"FAQ,Codecademy FAQ",,3,"
There are a number of things you can try if you are having trouble loading, viewing, or submitting exercises.
-Reload the web page. This takes care of a majority of problems.
-Make sure you are using one of these browsers:
'Safari' => 10.1,
'Firefox' => 52.0,
'Chrome' => 57.0,
'Internet Explorer' => 11.0,
'Opera' => 44.0

-Check your Internet connection. We recommend that you have a reasonably fast connection to the internet. Any broadband connection, like DSL or cable, should be sufficient.
Still having issues?
Please go through our troubleshooting page or post on our forums: http://discuss.codecademy.com/

​
​Unfortunately, sometimes a few of our courses are very popular at certain times of the day and because of the traffic, can cause errors like this. We know this is inconvenient and do apologize. I
If you are trying to access some of our newer courses, (AngularJS, Learn Rails, Rails Authentication & Authorization, Learn the Command Line) and you haven’t once been able to get on, but see that error every time, it means that some of our sites are blocked on your firewall/proxy.
Please whitelist these URLs and you should be good to go:
https://www.codecademy.com
external-production.codecademy.com
cdn-production.codecademy.com
*.codecademy.com
workshop.cc-propeller.com
*.cc-propeller.cloud
herokuapp.com
fonts.gstatic.com
cdn.mxpnl.com
js-agent.newrelic.com
codecademy.cloud

That should do it! If it doesn’t, please comment below with more details.
Thank you, and Happy Learning!
@AlexCommunityMgr
-Codecademy Community Manager
","
3 posts were split to a new topic: Access issues

"
31,How to answer a question,"FAQ,Codecademy FAQ",,1,"
If you think you can answer a question, don’t hesitate to do so! Answering questions is an excellent way to both elevate the understanding of the Codecademy community and confirm your own understanding of a concept. We encourage you to do so as you much as you can! When answering questions, please follow these guidelines:

You can find the most recent posts/threads by looking at the ‘Latest’ posts from our Forums homepage. You aren’t limited to this section, it’s just a good place to start!

Find a question that you think you can answer well.

Read the question thoroughly before writing a response.

Reply directly to the question by clicking  and provide a carefully considered response.

Proofread your response so that it’s coherent AND respectful.

Post your reply and await a response!

For how to best ask a question, see here.
",
