,Title,Categories,Tags,Replies,Post,Comment
10,How is the Git HEAD command used in backtracking?,"FAQ,Git FAQ",,1,"
Question
We are introduced to Git’s HEAD variable in this lesson. What is its significance in backtracking?
Answer
As we learned, the HEAD command gives us access to the most recent commit on the branch which we’re working on. Knowing this, we can use HEAD alongside commands like show, checkout and reset to quickly access or see what changes have been made on the head commit and, potentially, to add or remove modifications easily.
",
11,FAQ: Deploy Your Website to GitHub Pages - Add the Remote,"FAQ,Git FAQ",,12,"

This community-built FAQ covers the “Add the Remote” exercise from the lesson “Deploy Your Website to GitHub Pages”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Deploy a Website
FAQs on the exercise Add the Remote


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
everytime I try to deploy my website, the system doesn’t do anything. Instead of checking to see if my work is right or not, it does nothing, so I am unable to move on or get a solution to my issue. any tips or ways to fix this?

Did you find a solution to this issue? I am encountering the same problem.

Stuck at step 4 Add the Remote. I’ve followed the instructions but the exercise doesn’t recognise that I’ve done what it asked and I can’t progress.

Exactly the same here, can’t continue with this lesson because of this issue.

unfortunately I never found a way to fix this. i was learning this for a school project (due in February) and had to time crunch so I couldn’t.

@mykash7326 @tatiana.ovchar.firef @jamesbudge8648399444   I eventually found an old post last night




Solving for 4/7 Deploy a Website using Git Problems Deploy: Deploy Your Website to GitHub Pages


    This post is for the people having trouble with the exercise 4/7 Deploy a Website. 
That works for me: 
Step 1: Click “Get Help” in the bottom right of the page. 
Step 2:write the following commands to the console. 
 jekyll new personal-website
 jekyll serve (maybe not necessary) 
 pwd (just to see where are you are)
 cd personal-website 
 git init
 git remote add origin https://github.com/your-username/your-username.github.io.git 
(this step only work right when you created the repositiory on g…
  


I have no clue how to initialize my repo. I tried using the solution, but it does nothing, it just checks off the boxes and lets’s you move to the next step without accomplishing anything.

I’m having the same issue as everyone else, slightly concerned that this was first raised six months ago and it seems to still be happening. Hopefully at some point someone at Codecademy will wonder why nobody seems to finish this course…

I have no idea how to do this. Glad i’m not the only one, though.

Seems to be some kind of bug. Also stuck on this part - can’t move past it.

Just do it on real command line of your system instead of using this codecademy.
These commands will work fine
"
12,What is the difference between `checkout` and `reset`?,"FAQ,Git FAQ",,1,"
Question
The behavior of git reset and git checkout seem similar in the way that they treat the HEAD pointer and the commits that we have access to as a result. How do they differ?
Answer
The differences in the way that checkout and reset treat the HEAD pointer can be a bit subtle. The following image from ProGit Git reference book is very helpful.

reset-checkout.png800×605 21.2 KB

So what are we seeing here? First, let’s understand that (1) master and develop are different branches of our project and (2) the HEAD pointer points to a particular branch, not a commit directly. With that, we have the following difference between the two commands:


git checkout master: checkout updates HEAD. It simply makes HEAD point to the master branch instead of the develop branch as it did initially.

git reset master: On the other hand, reset will move the branch that HEAD points to. That branch is updated but HEAD still points to the same branch.

So although the commit that the HEAD pointer is referring to is the same, the way that the commands behave are quite different.
",
13,Can we backtrack multiple files simultaneously?,"FAQ,Git FAQ",,8,"
Question
As we seen in this lesson, we can stage and commit multiple files simultaneously. Can we also backtrack on multiple files at the same time?
Answer
The answer is yes if each of the files that you would like to backtrack are in the same commit and the same branch. If this is the case, then as we see from git status, we can backtrack to the previous commit using the command
$ git checkout -- <file> ...

where the ellipses are replaced by other files which you would like to backtrack.
","
I’d just like to add that in that particular exercise you can add/backtrack/commit multiple files with this syntax:
git add scene*
which is easier than scene-1.txt scene-2.txt scene-3.txt…


Or you can just do this
git add .

This actually worked for me whereas trying to add by “scene-3.txt” etc didn’t work.

In this exercise, for the part

In scene-3.txt , everywhere you see the name “LARRY” change it to “LAERTES.”
I would like to use the following code on the command-line as shown below.


However, when you display the contents of the file afterwards, the file is empty.
It works if you output to a new file then rename it to the file you want in this case, scene-3.txt
What would be a good way of accomplishing this?
Thank you for your help.

You could, for example, write the output and move operations on one line using &&:
sed 's/LARRY/LAERTES/g' scene-3.txt > tmp && mv tmp scene-3.txt

sed also provides an options to do this place:

It makes sense that in place is not the default behavior, too risky.

Thanks bleier. This one works better for me using the wildcard* for series of filenames.
"
14,FAQ: How to Backtrack - Backtracking Intro,"FAQ,Git FAQ",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “Backtracking Intro” exercise from the lesson “How to Backtrack”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Git
FAQs on the exercise Backtracking Intro


How does Git backtracking differ from simply commiting the desired changes?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
To clear the point 3 one must commit twice.
Please fix this bug.
"
15,FAQ: Git Teamwork - git clone,"FAQ,Git FAQ",,5,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “git clone” exercise from the lesson “Git Teamwork”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Git
FAQs on the exercise git clone


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I can’t find the remote_location in this exercise; Am I missing something? please help me/

Hey @mo3npk!
I’m not sure what you are asking… You are supposed to clone the science-quizzes remote into the my-quizzes directory. You clone remotes using git clone remote_location clone_name. In this case, science-quizzes is the remote_location and my-quizzes is the clone_name


Any idea what i’m doing wrong?

Hello,
What you entered is correct something should be changed.
git clone /home/ccuser/workspace/curriculum/science-quizzes my-quizzes
You can find the path by entering pwd command.
"
16,FAQ: How to Backtrack - git checkout,"FAQ,Git FAQ",,7,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “git checkout” exercise from the lesson “How to Backtrack”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Git
FAQs on the exercise git checkout


What should we be careful about with Git checkout?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Im having a difficult time trying to figuring out how im using the :
_git diff _   command.
it works until I modify the text of the scene-5.txt Once I change the text and run the git diff I get nothing… any Ideas?


The command -  “git checkout HEAD filename” does not discard the changes in the working directory.
can someone explain this?

I had to close and re-open the file before it would show the changes were discarded:

Click the “X” next to scene-5.txt

Click Open File under Code Editor

Select scene-5.txt



Hi. After using the git checkout command, the changes are not show in the working directory. This is despite using the process outlined by tensor2. Any suggestions?

Close and re-open the file to show the changes.

Is there any reason the lesson is having us specify HEAD with the checkout command? Can’t it be omitted since the HEAD is targeted by default?
"
17,FAQ: Git Teamwork - generalizations,"FAQ,Git FAQ",,1,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “generalizations” exercise from the lesson “Git Teamwork”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Git
FAQs on the exercise generalizations


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
",
18,FAQ: Basic Git Workflow - git add,"FAQ,Git FAQ",,9,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “git add” exercise from the lesson “Basic Git Workflow”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development Computer Science
Learn Git
FAQs on the exercise git add


Why am I unable to ‘git add’ a file?

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
I wasn’t able to get the solution.
I wrote:
git add scene-1.txt
but it didn’t get through. What did i miss here?

I am having the same issue.
The answer clearly seems to be:
git add scene-1.txt
But I am still getting an error.  When I click to auto-solve the exercise, it does not explain anything.  Is this a bug?

First, you must type:
git init
Then you can type:
git add scene-1.txt

@thestephenbell Why is there nothing that explains that tho?

@jahnoel exactly!!!

Type git status to see the status of the file.  Then if need to do a git init.  Then you can type
git add filename
Shortcut.  Type git add sc and then press TAB and it will autocomplete the typing of that filename for you.  TAB will autocomplete the filename if enough characters are there to uniquely match the filename you are trying to autocomplete.

What are those .rb files that were getting created along the way.

I know this isn’t codecademy’s fault, but why in the world is this tool so widely used? Surely there’s a better way to save and share different versions of projects than by typing everything into a command line like this.
"
19,FAQ: Git Branching - git merge,"FAQ,Git FAQ",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “git merge” exercise from the lesson “Git Branching”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Git
FAQs on the exercise git merge


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
Do you have to be in the master before you can merge changes from other branches?
"
20,What should I do if the file I need isn't displaying?,"FAQ,Git FAQ",q-a,2,"
Question
The Codecademy environment isn’t showing the file I need for this exercise, what should I do?
Answer
If you come across an exercise, in this lesson or others, that isn’t showing the file you’re meant to be working on, try the following:

Be sure you’re using Chrome!
Press ‘Get Help’ in the bottom right and ‘I want to restart this exercise’
If that doesn’t work, try clearing your browser’s cache and hard refreshing the page (cmd + shift + R on Mac, ctrl + F5 on Windows)

Also, if you ever accidentally close a file you needed open, simply press the folder icon at the top of the editor and find the file you want to open.
","
estoy perdido creo que al seguir  git para codificar me quede ai la opcion era pedir ayuda  y reiniciar ese ejercicio
"
21,6 cannot solve question 2,"FAQ,Git FAQ",,21,"
$ git branch bio-questions
fatal: A branch named ‘bio-questions’ already exists
","
Weird, did you spell bio-questions correctly?
I suggest deleting the branch:
git branch -d bio-questions

and then creating it again

If you want to change to that branch, use checkout
(I have no clue what your intentions are aside from the command that you wrote)

I looked up the exercise, the instructions for step 2 are:
Create a branch called bio-questions

branch can not be deleted I receive error
When I create a branch:
git branch bio-questions
I receive:
fatal: A branch named ‘bio-questions’ already exists
however exercise does not complete and I receive error :
Did you create a new branch called “bio-questions”?




 sahaj108:

branch can not be deleted I receive error


I’m guessing the error isn’t just a big red flag, but that it actually tells you something, likely something that you can act on.


I JUST NEED TO COMPLETE EXERCISE 2
AND IT DOES NOT WORK
When I create a branch:
git branch bio-questions
I receive:
fatal: A branch named ‘bio-questions’ already exists
however exercise does not complete and I receive error :
Did you create a new branch called “bio-questions”?

Dunno, completion seems secondary to solving the problem, learning to solve problems.
If you need to create a branch, and it’s not letting you because it exists, then you need to delete it.
Stop trying to do what it is clearly not allowing, and fix what it is saying prevents it from doing what you want.

I CAN NOT DELETE THE BRANCH I RECEIVED ERROR WHEN I TRYING DO DELETE
git branch -d bio-questions
it saying cannot delete a branch which you are currently on

And what was my response last time you said this?
Well if you’re on it, then stop being on it.
You know,  or keep telling us in all-caps that you have some sort of error because that really gets you somewhere.
Just follow what the error messages are telling you needs to change, that’s all anyone ever does.

what the solution?
the problem still unsolved:
exercise 2  new branch cannot be added or deleted

The solution is to read the error and change what it is saying is preventing it from doing what you’re asking it to do.
It’ll do you no good at all to just copy a command if you can’t produce that command yourself.

i post error with explanations for you to read and expaline but do not receive correct answer  you just saying read and follow errors  that everyone can tell:)

You sure about that? Because I said what you should be doing in response to the latest error 13 minutes ago.

you said a lot of thing which did not help
problem still unsolved
can you tell exact command which resolve the issue?




 ionatan:

if you’re on it, then stop being on it.


change branch, and then delete it, and then re-create it.

I asked about the exact commands not steps, I already complete steps above




 sahaj108:

I already complete steps above


Hi @sahaj108, you can’t delete a branch if you are still on it. Were you able to change branches?

Thank you guys for help, will try more from scratch step by step




 sahaj108:

Thank you guys for help, will try more from scratch step by step


Just holler if you need a nudge.
"
22,How can I add changes to the staging area?,"FAQ,Git FAQ",,1,"
Question
The third step of this exercise asks me to add the changes to the staging area in Git, how do I do this?
Answer
Recall that we do git add <filename.extension> to add a file to the staging area.
If our file name was ‘homework.txt’, we’d type git add homework.txt and, if it was successful, nothing would happen in the terminal after pressing enter. If there’s an issue, Git will usually print a handy error message that sometimes include steps to fix the issue or suggestions.
",
23,Why is my git commit invalid?,"FAQ,Git FAQ",,1,"
Question
I tried committing my changes and the terminal returned an error saying Valid Git commands start with the word ""git"" followed by a space, then the command name., how can I fix this?
Answer
If you see this error, it may be a temporary environment issue that can be resolved with a restart. In that case, try pressing ‘Get Help’ in the bottom right and then restarting. If the issue persists, try the following:

Make sure you’re using Chrome
Clear your browser cache
Hard refresh the page (Cmd + Shift + R on Mac, Ctrl + F5 on Windows)

If you’re still seeing the same error, be sure you actually did commit correctly!
A passing commit would look like: git commit -m ""Complete first line of dialogue""
",
24,FAQ: Git Branching - git branch 2,"FAQ,Git FAQ",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “git branch 2” exercise from the lesson “Git Branching”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Git
FAQs on the exercise git branch 2


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
How do we view our branches?
Nevermind, git branch.
"
25,FAQ: Git Branching - git checkout,"FAQ,Git FAQ",,2,"

Community FAQs on Codecademy Exercises.jpeg1000×208 141 KB

This community-built FAQ covers the “git checkout” exercise from the lesson “Git Branching”.
Paths and Courses
This exercise can be found in the following Codecademy content:
Web Development
Learn Git
FAQs on the exercise git checkout


There are currently no frequently asked questions associated with this exercise – that’s where you come in!  You can contribute to this section by offering your own questions, answers, or clarifications on this exercise.  Ask or answer a question by clicking reply () below.
If you’ve had an “aha” moment about the concepts, formatting, syntax, or anything else with this exercise, consider sharing those insights!  Teaching others and answering their questions is one of the best ways to learn and stay sharp.

Join the Discussion. Help a fellow learner on their journey.
Ask or answer a question about this exercise by clicking reply () below!
Agree with a comment or answer? Like () to up-vote the contribution!
Need broader help or resources?  Head here.
Looking for motivation to keep learning? Join our wider discussions.
Learn more about how to use this guide.
Found a bug? Report it!
Have a question about your account or billing? Reach out to our customer support team!
None of the above?  Find out where to ask other questions here!
","
in this lesson, you are told to:

1. Switch to the fencing branch from the master branch.

However, it throws an error that ‘fencing’ isn’t a known filepath to git, so you need to go back and create the branch again. Not a huge problem, but since creating the branch isn’t included in the steps, it makes you feel like you are doing something wrong.
Here is a screenshot of what happened:

Screen Shot 2020-01-16 at 8.01.15 AM1278×428 41 KB

"
