,Title,Categories,Tags,Replies,Post,Comment
10,Pull? merge or commit before?,"Get Help,Git",general,2,"
Hello there,
I have a question concerning comandline and GitHub.
I don’t know what should be my next command in order to solve this problem? See the attached FileBildschirmfoto 2020-06-27 um 15.20.401240×812 210 KB
Thanks In advance!
","
This says that you haven’t added any update with git add.  So your next step is to add the file you modified.

git add index.html
git commit -m “your message here”

and when your ready to push your update from the command line

git push

unless you’re using the github website.  Then the needed commands are ready for copy-paste. This latter method is shown in the demo video.
"
11,Git Is not Funny,"Get Help,Git",general,2,"
Hello There,
If I type git status in the command line I get the following:
Bildschirmfoto 2020-06-27 um 18.53.401196×526 187 KB
What does it mean: Your branch is behind origin/master by 2 commits, and can be fast-forwarded?
If I use git pull then it does not work
Should I use git pull -u or git pill -v or any other extension?
What will be you next command by looking at this picture?
Thanks!
","
I think it’s saying the origin branch has 2 more commits than your local branch (meaning, there have been 2 extra commits since your last local commit).
What happens when you try to  git pull? If (and that’s really if) you wanted to update your local branch that would be the thing to do.
"
12,Getting Started with Git and Github (Videos) - 'push an existing repository from the command line' error,"Get Help,Git",general,3,"
Hi!
This is my very first post, so I apologize in advance in case I screwed up on following the rules.
I am on this step of the Computer Science path:
https://www.codecademy.com/paths/computer-science/tracks/cspath-development-skills/modules/learn-git-git-workflow-u/articles/getting-started-git-and-github
I am trying to push an existing repository from the command line but it gives me this error. I have already tried deleting the created repository on Github and creating a new one. Here is the latest code:
sinac@LAPTOP-G7RQ152D MINGW64 /c/users/.../git_practice (master)
$ git status
On branch master
nothing to commit, working tree clean

sinac@LAPTOP-G7RQ152D MINGW64 /c/users/.../git_practice (master)
$ git remote add origin https://github.com/MerinoCR/git_practice.git
fatal: remote origin already exists.

sinac@LAPTOP-G7RQ152D MINGW64 /c/users/.../git_practice (master)
$ git push -u origin master
fatal: repository 'https://github.com/' not found

I don’t understand why it first tells me the origin already exists and then can’t find the repository.
Edit note: I removed my user name from my directory address and substituted it with dots.
","
presumably origin already exists due to you having previously added it sometime before the commands you’re showing
and if it’s not a repository then yeah it’ll fail

Have you figured out this issue.  I’m having difficulty as well.  I set my Git Hub account up for two step verification.  Having a heck of time getting through this lesson.  An actual video would help.
"
13,Getting fatal: protocol '┬ûhttps' is not supported,"Get Help,Git",general,2,"
I’m following https://www.codecademy.com/courses/learn-git/articles/getting-started-git-and-github
but when I do the part:
 git push -u origin master


I get
fatal: protocol '┬ûhttps' is not supported


What is happening??
","
Hi @ninjascript07:
Perhaps this article could help!
"
14,I'm using my work laptop which doesn't allow me to install Git Bash without admin permissions. Can I still complete the Git modules of the Learn Computer Science course without it?,"Get Help,Git",general,1,"
Can I complete this course entirely within the Codecademy window or do I need to have a Command Line Interface set up on my computer?
https://www.codecademy.com/learn/paths/computer-science
",
15,What do the lines printed after git commit actually mean?,"Get Help,Git","general,basic-get",4,"
Hey there, hope everyone is safe.
I am in the basic git workflow part of my computer science path, everything is going fine, actually more than fine. I got so much in love with git i downloaded the desktop version of github on my desktop and uploaded projects im working on from other cs courses. I just want to know what the lines printed actually mean. In particular the lines after git commit:


“create mode 100644”
“70 insertions(+)”

Thank you in advance for answering.
","
I’ll keep it short rather than going into much details 

Create Mode: - Tells about permissions given to that file, i.e., File permissions. Here, 100644 means the file is a normal file.
Insertions:- It means the number of files added in that particular commit.

To learn more about it, you can also refer to git documentation here.

Thanks a million! why are the permissions gives such codes tho?

Assume we have a file which is having these permissions

In CLI if we would see these kinds of permissions listed, it would be a lot of clutter. It’s natural we would like to find some shorthand notation for it. Just like abbreviations are there to reference something. We would like to keep it simple so that we can know as much about a file in a crux and fast way without going over more detailed information.
If you wanna know more about file permissions and their role check here
Conclusion: It’s just a shorthand notation for files.
P.S. I answered what I thought was best to my knowledge.However, I do recommend you to learn more about it from other internet resources. Don’t dive too much deep otherwise you’ll  be overwhelmed with so much information.
"
16,Https://www.codecademy.com/paths/computer-science/tracks/cspath-development-skills/modules/learn-git-git-workflow-u/articles/getting-started-git-and-github,"Get Help,Git",general,3,"
Hello, I am having trouble by pushing the local repository to github.
I have successfully completed all the previous steps shown in the video and the article. However when pasting this line of code to push the repository: git remote add origin https://github.com/username/git_practice.git
This error shows up: fatal: remote origin already exists.
and when pasting the second code line:
git push -u origin master
it requires my username and password, it is my understanding that not being able to watch any character when typing you password is normal. But I was wondering what can I do to correct this errors.
this error shows up:
remote: Repository not found.
fatal: repository ‘https://github.com/your/repository/’ not found
Please help. Thank you in advance. Also in the meanwhile I decided to install github desktop and I don’t know if I should be concern for some privacy issues or something. Would appreciate any comment or solution.
","
Hi @jasonstuardoruizmart
That error code (fatal: remote origin already exists) is telling you the issue, you have already have a remote saved with that name. If you remove it, git remote rm origin and then add a new one with the correct repo link (with the correct username etc.)- git remote add origin https://github.com/--usernamegoeshere--/git_practice.git you could continue with that lesson.




 tgrtim:

git remote rm origin


Thanks. That really solved the problem
"
17,CSS not working on Github pages,"Get Help,Git",,10,"
I’m working on the Excursion project from the Git and publishing to Github pages. (https://www.codecademy.com/paths/learn-how-to-build-websites/tracks/finishing-touches-and-publishing-a-website/modules/git-and-publishing-to-github-pages/projects/f1-excursion)
When I check my code locally the HTML and CSS code pop up and the code works fine.  When I published through Github.  The website only displays the HTML text and broken image pictures.
Here is the respository for Git:



GitHub



vernonsyncere/excursion.github.io
Contribute to vernonsyncere/excursion.github.io development by creating an account on GitHub.





Here is a link to the published page:
https://vernonsyncere.github.io/excursion.github.io/
Thank you for your help in advance.
","
Hey,
You are linking to a file on your own computer, a direct path rather than a relative path.
<link href=""C:\Users\Verno\Documents\Websites\excursion\excursiongithub.io\resources\css\style.css"" type=""text/css"" rel=""stylesheet"">

Replace the code with:
<link href=""resources\css\style.css"" type=""text/css"" rel=""stylesheet"">

And you should be good to go 

That seemed to work. in the code that you provided is the “resources\css\style.css” the pathway from github?

No, it is the pathway of the directory your CSS is in relative to the HTML file. Just like the folder on your computer. By linking relative to the HTML file you the HTML knows where to pick up the files.
You may want to look into your href of your images aswell.

I did exactly that and everything came up working properly.  Thank you

But do you understand what went wrong? How linking works?

Yes.  I understand what went wrong but i’m not certain how to explain it in words.  here goes my attempt at explaining it in words.
I created a directory with files on my local computer.
I then initialized that into a Github repository.
once in there, the pathways to my style sheet, images, and videos were all in the resources folder that is located in the Github respitory.
Please correct and verbage I used incorrectly.

In your HTML you linked to local files using an absolute path rather than a relative path.
An absolute path is a path that describes the location of a file or folder regardless of the current working directory; in fact, it is relative to the root directory. It contains the complete location of a file or directory, hence the name.
whilst
A relative path is a path that describes the location of a file or folder in relative to the current working directory.
The moment you created the GitHub repository and pushed your files, the HTML still had its absolute path, but inside a location (git repository) where this link is not existing.
I suggest making it a habit of always using a relative path link so that no matter where you place the whole website folder your HTML can find the files required.

Thank you.  This was very very helpful.

I am Getting same error
I tried the same but couldn’t find a sloution
here my GitHub repository link : https://github.com/rahul020800/tp
"
18,I keep getting prompted,"Get Help,Git",general,2,"
I am using Debian on WSL.
I did  ’ sudo git config --global’ for user.name and user.email, confirmed it with 'git config --list, restarted the terminal and made a new push and still got prompted.
How to fix this ?
Thanks.
","
sudo isn’t magic fairy dust
if you’re doing the wrong thing, doing the wrong thing with elevated privilege isn’t better
and if you’re doing the right thing, doing it with elevated privilege might make that the wrong thing
if you’re getting an error message, good, it’ll tell you something about the situation, allowing you to adjust it
"
19,Trying to connect a git repository to github,"Get Help,Git",,4,"
I am working on this exercise. When I try to complete step #6 of pushing the exiting repository from the command line I get this error:
$ git push -u origin master
error: src refspec master does not match any.
error: failed to push some refs to ‘https://github.com/kvothe16/git_practice.git’
I am completely lost on why I’m getting this error as I’m confident I’ve followed the directions correctly.
","
Need to commit something in order to have something to push

I’ve been getting the same error despite already commiting something and my git hub isn’t linked, has anyone managed to solve this issue??

Most likely there are no commits. You could check whether there are.
For anyone to actually tell you anything about YOUR situation, you would need to provide a way to reproduce it. Either through some exact series of steps (which you’re likely to get wrong let’s be honest) or through an archive of your directory (zip file)
"
20,GitHub Pages - Error 404,"Get Help,Git",general,3,"
Hi all!
I’ve just started using GitHub and faced a problem I can’t solve on my own. I tried to make a GitHub Page but when I finish it and open a browser it says “404 File not found”.  https://justynasieczka.github.io/My-website-style-guide/
Here’s a link to my repository:



GitHub



justynasieczka/My-website-style-guide
A challenge project created within the scope of the Codecademy html and css courses. - justynasieczka/My-website-style-guide






I appreciate any help. Thank you!
Justyna
","
Hi there, and welcome to the community,
it’s accessible right here though:
https://justynasieczka.github.io/My-website-style-guide/styleguide/
It appears there’s no index.html file for the directory /My-website-style-guide/, which is in fact located at /styleguide/.

Seems you’re absolutely right! I’ll correct it immediately 
"
21,"Hi guy! i have an issue setting git in my computer. i typed the same thing as matt but my result is different. if you take look at his video 4:57 mnt after typed (git init) there is file called (.git) appear, but that is not my case","Get Help,Git",general,5,"
https://www.codecademy.com/articles/getting-started-git-and-github

20200422_1305091548×2064 804 KB
 
20200422_1305443096×4128 2.17 MB

","
Hi there.
Possibly a silly question, but you do have a file in that location called README.txt, right? 

thanks for your response. yeah sure, i found the solution so far, i went to view at the heading bar, and put a check mark in the hidden items box. but now i want to add the README.txt to git , but the server tell me that it “did not match any files”

Yes, that error suggests that git can’t find the file you’re trying to add.
It’s not something daft like the filename actually being README.txt.txt or something is it?

yeah i type ls , the output is README.txt.txt, it means that the file is saved on this name, but why ? since i typed README.txt and that is what appear in my repository.
"
22,Issues with using Git in Git Bash for the first time,"Get Help,Git",general,3,"
Hey I am new in all this Git and Bash stuffs. I’m having a little issue using my “git commit” command for the first time. I used windows and i when i run this command for the first time, I get this error message:
$ git commit -m “First commit”
*** Please tell me who you are.
Run
git config --global user.email “you@example.com”
git config --global user.name “Your Name”
to set your account’s default identity.
Omit --global to set the identity only in this repository.
fatal: unable to auto-detect email address
I dont know how i can fix it so i can commit this in the repositary
","
I get the same error unfortunately.

Hello, I need help. I am on SQL course and suppose to do my project. I have followed all the instructions: https://www.codecademy.com/practice/projects/world-populations-sql-practice but get stuck. when i run the command nothing is happening (

please help!!!
"
23,Following instructions and git not on MacBook,"Get Help,Git",general,2,"
https://www.codecademy.com/paths/computer-science/tracks/cspath-development-skills/modules/learn-git-git-workflow-u/articles/f1-u3-git-setup
hi, trying to set up git on bash and getting the following.(/Library/Developer/CommandLineTools), missing xcrun at: /Library/Developer/CommandLineTools/usr/bin/xcrun
","
google.com/search?q=git+missing+xcrun
"
24,Github or DB browser?,"Get Help,Git",general,7,"
Hello,
Just wondering about the options going forward and what system I need to use for showcasing my learning to employers and putting solutions on to here/anywhere.
It’s been suggested by Codecademy that GitHub should be used.
So, I’m wondering if this is the case if using the DB Browser as well? Does it not have the same functionality?
Github is probably just the more prefered platform?
Any advice on using Github over DB Browser would be great, as I find DB Browser very easy to use and would be personally prefered.
KR,
Aaron
","



 beta3952103217:

So, I’m wondering if this is the case if using the DB Browser as well? Does it not have the same functionality?


Googling db browser gives me this:
https://sqlitebrowser.org/
is that what you mean?
In that case, use both. They serve different purposes, git is version control while DB browser is used to manage your database
in an application, database is just one of multiple layers

Thanks for clearing that up for me.
Just trying to get my head around all the new portals, licenses, software etc.
So I now face the choice or learning it all the hard way, command style, or going the easy way, DB Browser.
Surely I should learn it the proper way first, then go DB later as employers might need me to write commands without DB being an option?

I haven’t use SQLite much, mostly mySQL. For which i used mysql workbench. Which is totally fine to get started with, makes it a lot easier to run multiple queries, put your query on multiple lines for readability.



 beta3952103217:

Surely I should learn it the proper way first, then go DB later as employers might need me to write commands without DB being an option?


With databases, you just need to get started. Writing your own database system from scratch would take years, and by the time you are done, your code is outdated.

So I understand from what you’re saying, as long as I keep up to date with relevant software packages(DB Browser/MySQL Workbench etc), I should be fine to navigate/find what I want, from where I want and employers won’t be testing me on my ability to code perfect without them from the get go.
I had imagined I would be creating a database to begin with, but interesting concept!
I’m trying the data science route, mainly trying to get into data analytics as I’ve really enjoyed working with Excel and designing semi automated spreadsheets, also most realistic for me where my career si to side step into that industry.

No, the DB browser and mySQL are just GUI programs to manage your databases
the tricky bit is actually knowing SQL (structured query language), which you use create tables, read information and much more). You need to understand joins, aggregates and more.

I know about aggregates and basics, as I’ve just completed both, now on to multiple tables.
I’ll stick to learning from  Codecademy browser for now.
"
